date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2012-12-07,48.0,28.0,11.0,5.0,10.0,26.0,84.0,215.0,441.0,301.0,166.0,203.0,240.0,220.0,215.0,303.0,375.0,568.0,498.0,352.0,241.0,171.0,165.0,122.0
2012-12-08,103.0,100.0,70.0,29.0,12.0,6.0,20.0,39.0,111.0,170.0,287.0,404.0,486.0,547.0,542.0,541.0,507.0,345.0,304.0,246.0,182.0,209.0,160.0,162.0
2012-12-09,118.0,102.0,78.0,48.0,12.0,8.0,6.0,23.0,69.0,103.0,219.0,250.0,315.0,285.0,232.0,225.0,253.0,229.0,198.0,122.0,108.0,96.0,78.0,51.0
2012-12-10,20.0,4.0,5.0,4.0,12.0,27.0,123.0,294.0,584.0,284.0,133.0,134.0,173.0,220.0,210.0,236.0,345.0,616.0,564.0,427.0,300.0,245.0,126.0,84.0
2012-12-11,31.0,8.0,1.0,3.0,8.0,41.0,118.0,380.0,724.0,334.0,154.0,173.0,226.0,254.0,204.0,270.0,358.0,601.0,546.0,433.0,257.0,207.0,106.0,64.0
2012-12-12,34.0,21.0,9.0,10.0,4.0,37.0,128.0,369.0,688.0,285.0,136.0,172.0,232.0,238.0,225.0,228.0,329.0,561.0,540.0,402.0,268.0,202.0,122.0,79.0
2012-12-13,32.0,23.0,8.0,2.0,8.0,33.0,114.0,385.0,679.0,325.0,167.0,189.0,282.0,271.0,242.0,280.0,406.0,550.0,466.0,348.0,241.0,213.0,148.0,120.0
2012-12-14,47.0,26.0,9.0,12.0,10.0,34.0,113.0,308.0,636.0,343.0,190.0,211.0,273.0,313.0,299.0,309.0,417.0,622.0,455.0,319.0,221.0,172.0,138.0,134.0
2012-12-15,94.0,95.0,69.0,23.0,6.0,3.0,11.0,48.0,119.0,220.0,273.0,393.0,453.0,456.0,426.0,447.0,413.0,309.0,272.0,257.0,201.0,184.0,156.0,119.0
2012-12-16,110.0,96.0,87.0,38.0,11.0,9.0,6.0,27.0,88.0,132.0,257.0,295.0,417.0,356.0,310.0,338.0,400.0,243.0,107.0,109.0,122.0,106.0,89.0,33.0
2012-12-17,28.0,15.0,5.0,3.0,5.0,24.0,108.0,319.0,592.0,282.0,135.0,170.0,232.0,210.0,181.0,211.0,302.0,495.0,507.0,340.0,200.0,120.0,54.0,47.0
2012-12-18,18.0,15.0,7.0,5.0,8.0,36.0,118.0,355.0,662.0,326.0,184.0,269.0,313.0,286.0,247.0,246.0,363.0,572.0,525.0,353.0,268.0,168.0,132.0,81.0
2012-12-19,41.0,15.0,3.0,5.0,7.0,31.0,112.0,363.0,678.0,317.0,164.0,200.0,236.0,213.0,218.0,237.0,334.0,562.0,569.0,336.0,241.0,168.0,129.0,88.0
